NumerOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,CreatedAt_encoded,CollectedAt_encoded,class
55,39,2031,5,0,809,809,0
404,536,4539,8,51,810,810,0
802,1255,6518,12,96,811,811,0
148,218,907,8,43,812,812,0
133,186,3159,9,0,813,813,0
72,143,2519,5,35,814,814,0
438,1156,7398,7,117,815,815,0
5928,5760,13319,4,55,816,816,0
28,57,850,8,39,817,817,0
296,269,3441,12,6,818,818,0
62981,62529,5708,9,158,819,819,0
144,199,8650,6,159,820,820,0
175,135,3562,6,118,821,821,0
697,2643,15198,9,49,822,822,0
158,161,3719,10,41,823,823,0
115,201,4907,9,27,824,824,0
7,2,3,9,0,825,825,0
254,1339,5807,9,92,826,826,0
155,215,3112,9,39,827,827,0
105,83,457,6,17,828,828,0
116,109,284,9,98,829,829,0
205,616,3492,12,64,830,830,0
121,235,1924,9,56,831,831,0
2069,2164,2476,9,102,832,832,0
148,330,6125,4,3,833,833,0
173,107,293,8,72,834,834,0
833,600,3901,5,14,835,835,0
444,583,2478,11,90,836,836,0
0,47,6016,7,0,837,837,0
317,540,2242,11,97,838,838,0
961,1059,9033,12,55,839,839,0
229,135,4024,8,76,840,840,0
506,564,2573,8,63,841,841,0
141,297,6445,10,0,842,842,0
130,188,263,7,121,843,843,0
1817,1380,1498,9,57,844,844,0
353,369,2441,7,104,845,845,0
14,31,891,10,0,846,846,0
292,581,4656,13,141,847,847,0
95,169,3396,11,142,848,848,0
101,77,944,6,80,849,849,0
385,454,11945,9,132,850,850,0
96,141,4446,11,63,851,851,0
416,1287,26366,13,160,852,852,0
197,70,817,10,30,853,853,0
806,647,2517,14,34,854,854,0
267,625,7436,7,29,855,855,0
21,60,1166,11,127,856,856,0
113,132,3539,10,140,857,857,0
247,458,2796,12,80,858,858,0
140,145,9446,7,31,859,859,0
243,142,282,12,0,860,860,0
62,44,1243,11,58,861,861,0
915,728,3056,9,151,862,862,0
130,335,465,10,153,863,863,0
683,1409,15785,13,56,864,864,0
217,121,435,6,24,865,865,0
73,391,528,6,51,866,866,0
298,291,3447,12,126,867,867,0
74,102,2814,9,52,868,868,0
215,576,23242,9,85,869,869,0
124,1327,18752,9,23,870,870,0
161,1614,6186,12,46,871,871,0
34,7629,4273,10,63,872,872,0
2534,2538,11002,9,87,873,873,0
68,14,354,6,67,874,874,0
20,694,1038,12,97,875,875,0
215,209,3731,8,57,876,876,0
648,774,184622,6,83,877,877,0
831,1268,4022,14,83,878,878,0
284,327,4758,15,93,879,879,0
374,353,3006,9,114,880,880,0
7616,7112,10644,11,150,881,881,0
1793,1131,1196,5,23,882,882,0
50,54,974,8,4,883,883,0
504,1331,1868,12,28,884,884,0
273,399,3134,9,76,885,885,0
1528,1436,39550,8,158,886,886,0
507,650,26227,7,97,887,887,0
304,3746,3251,14,65,888,888,0
112,179,3121,9,33,889,889,0
45,69,946,6,0,890,890,0
88,98,1486,12,12,891,891,0
34465,33863,13635,14,154,892,892,0
72,191,2756,6,0,893,893,0
3,449,15909,13,53,894,894,0
157,71,333,4,15,895,895,0
1,165,2403,8,21,896,896,0
12,10,103,4,16,897,897,0
1028,735,5215,13,128,898,898,0
286,366,5567,10,87,899,899,0
48,32,3362,9,56,900,900,0
1648,1669,42583,10,43,901,901,0
223,234,1135,9,160,902,902,0
149,64,554,8,55,903,903,0
220,111,671,13,28,904,904,0
160,2170,3754,9,0,905,905,0
389,416,721,10,88,906,906,0
80,50,338,9,58,907,907,0
69,131,2842,10,63,908,908,0
90,240,4267,11,58,909,909,0
362,200,1199,9,50,910,910,0
1146,839,568,7,121,911,911,0
1565,1651,60224,7,27,912,912,0
139,248,7356,8,97,913,913,0
397,922,4382,12,113,914,914,0
145,114,252,13,92,915,915,0
231,223,2661,4,49,916,916,0
31,221,499,9,0,917,917,0
297,1705,4177,7,90,918,918,0
46,48,405,10,0,919,919,0
88,59,136,6,124,920,920,0
100,141,3534,5,47,921,921,0
87,10051,6409,10,148,922,922,0
946,1445,7134,11,119,923,923,0
132,126,1161,6,123,924,924,0
437,450,966,11,153,925,925,0
40,111,357,11,37,926,926,0
1839,1073,5427,13,134,927,927,0
70,98,4131,7,16,928,928,0
53,94,4579,15,87,929,929,0
475,930,5259,14,99,930,930,0
756,971,45471,7,116,931,931,0
17,19,2029,5,33,932,932,0
99,101,485,8,6,933,933,0
16,16,1608,6,85,934,934,0
183,334,4188,11,43,935,935,0
282,240,2488,7,60,936,936,0
176,4410,2649,11,120,937,937,0
0,12,85,7,0,938,938,0
505,458,2702,9,153,939,939,0
25,1383,11468,9,31,940,940,0
264,430,6397,6,28,941,941,0
401,574,15524,8,39,942,942,0
244,272,16418,7,55,943,943,0
114,164,1582,8,25,944,944,0
28,54,301,8,0,945,945,0
50,17,8,10,59,946,946,0
25,1041,12000,10,33,947,947,0
15135,14761,5076,11,138,948,948,0
359,215,3226,7,101,949,949,0
2,759,4861,11,31,950,950,0
146,178,2870,11,63,951,951,0
175,120,2347,9,147,952,952,0
70,328,3543,11,97,953,953,0
203,208,689,8,111,954,954,0
529,576,65408,9,149,955,955,0
656,127,228,12,50,956,956,0
47,68,1470,7,36,957,957,0
109,103,997,7,0,958,958,0
30,71,2091,9,0,959,959,0
128,160,1260,14,118,960,960,0
86,136,403,13,41,961,961,0
56,105,4423,9,63,962,962,0
82,86,3595,8,157,963,963,0
243,962,9532,10,83,964,964,0
175,100,2193,8,55,965,965,0
1807,1198,4711,9,41,966,966,0
34,105,41,10,62,967,967,0
339,483,3669,5,57,968,968,0
14,44,221,7,66,969,969,0
65,7309,936,9,41,970,970,0
24,39,150,8,0,971,971,0
38,26,200,7,0,972,972,0
92,72,4349,11,80,973,973,0
992,1262,27428,10,72,974,974,0
876,2907,17228,8,20,975,975,0
0,28,1308,13,63,976,976,0
43,51,1784,12,43,977,977,0
312,298,1506,14,66,978,978,0
3297,4904,13758,11,144,979,979,0
628,772,2618,9,158,980,980,0
3470,4307,14785,14,85,981,981,0
883,812,10453,11,140,982,982,0
539,874,56039,5,72,983,983,0
81,36,57,14,0,984,984,0
743,578,893,10,155,985,985,0
128,136,392,7,154,986,986,0
98,309,1731,6,0,987,987,0
724,975,13887,10,53,988,988,0
376,293,865,10,120,989,989,0
1654,2776,26329,13,139,990,990,0
198,257,1299,5,105,991,991,0
76,92,498,10,90,992,992,0
616,535,14159,7,48,993,993,0
151,125,542,11,44,994,994,0
46,111,806,7,156,995,995,0
151,359,473,8,20,996,996,0
100,96,2643,12,59,997,997,0
13,41,629,6,29,998,998,0
63,57,247,6,6,999,999,0
954,969,525,11,78,1000,1000,0
49,18,147,7,127,1001,1001,0
63466,62605,2127,7,65,1002,1002,0
285,284,8307,8,56,1003,1003,0
106,7084,16907,12,85,1004,1004,0
99,175,1714,10,25,1005,1005,0
24098,33142,17499,14,119,1006,1006,0
160,166,3282,10,131,1007,1007,0
1932,3873,3175,14,90,1008,1008,0
347,705,4624,12,78,1009,1009,0
306,399,1270,10,70,1010,1010,0
91,105,2782,6,126,1011,1011,0
202,264,4292,8,121,1012,1012,0
69,68,2773,14,59,1013,1013,0
18,25,1063,8,22,1014,1014,0
30,21,178,13,126,1015,1015,0
94,100,1191,9,72,1016,1016,0
329,231,698,6,155,1017,1017,0
84,60,1506,8,19,1018,1018,0
340,421,3604,6,153,1019,1019,0
208,292,1559,10,4,1020,1020,0
103,130,1604,4,0,1021,1021,0
1352,1131,10464,3,96,1022,1022,0
831,739,1891,7,118,1023,1023,0
106,30,427,11,6,1024,1024,0
357,317,9617,4,46,1025,1025,0
28985,28793,13653,12,160,1026,1026,0
184,251,2082,4,83,1027,1027,0
404,421,3976,4,140,1028,1028,0
37,90,2343,8,13,1029,1029,0
712,530,4166,8,38,1030,1030,0
7,10,7,11,0,1031,1031,0
90,7201,32485,13,47,1032,1032,0
77,78,2973,5,0,1033,1033,0
156,236,2727,13,90,1034,1034,0
113,78,638,4,0,1035,1035,0
142,152,3227,13,103,1036,1036,0
381,117,3749,7,11,1037,1037,0
1015,1053,3285,7,111,1038,1038,0
78,112,1922,7,72,1039,1039,0
162,134,8105,12,42,1040,1040,0
185,208,2129,8,39,1041,1041,0
112,175,1613,8,31,1042,1042,0
2666,2574,5643,11,64,1043,1043,0
567,877,11203,15,55,1044,1044,0
155,432,21040,13,43,1045,1045,0
357,351,1827,13,51,1046,1046,0
46,86,673,15,0,1047,1047,0
109,195,958,8,149,1048,1048,0
158,414,12542,12,135,1049,1049,0
149,81,90,15,124,1050,1050,0
66,74,5137,12,14,1051,1051,0
289,1725,5631,11,61,1052,1052,0
446,532,15825,10,12,1053,1053,0
158,139,197,11,30,1054,1054,0
161,4148,7054,7,20,1055,1055,0
634,956,11406,7,56,1056,1056,0
269,411,9642,8,73,1057,1057,0
0,185,12884,9,0,1058,1058,0
37,48,1141,7,25,1059,1059,0
299,571,17866,6,120,1060,1060,0
107,277,1844,10,89,1061,1061,0
300,188,221,5,0,1062,1062,0
341,520,9896,13,98,1063,1063,0
79,130,1308,8,78,1064,1064,0
23,19,1919,7,40,1065,1065,0
73,392,181,7,0,1066,1066,0
32836,31585,5052,8,109,1067,1067,0
94,146,635,4,67,1068,1068,0
117,143,1479,8,49,1069,1069,0
104,114,790,13,47,1070,1070,0
0,24,1898,8,51,1071,1071,0
520,663,21624,12,155,1072,1072,0
224,290,1674,8,155,1073,1073,0
602,726,2373,13,53,1074,1074,0
96,105,576,8,7,1075,1075,0
312,514,4001,12,79,1076,1076,0
735,1073,94642,11,156,1077,1077,0
2279,2268,532,10,106,1078,1078,0
227,258,2420,3,86,1079,1079,0
71,15661,2220,11,124,1080,1080,0
579,376,1843,13,160,1081,1081,0
22,583,104505,13,0,1082,1082,0
51,59,1475,14,0,1083,1083,0
470,630,1217,7,59,1084,1084,0
103,296,4335,11,90,1085,1085,0
125,170,301,11,28,1086,1086,0
24,1149,3292,15,124,1087,1087,0
992,1247,6618,14,30,1088,1088,0
183,1208,2729,5,21,1089,1089,0
156,254,743,10,66,1090,1090,0
324,385,16408,5,10,1091,1091,0
78,107,1162,8,15,1092,1092,0
521,2361,6844,8,152,1093,1093,0
1810,1147,1988,5,81,1094,1094,0
742,590,8993,8,69,1095,1095,0
88,112,1124,5,53,1096,1096,0
270,221,2463,9,81,1097,1097,0
119,152,3213,10,50,1098,1098,0
528,825,2118,12,81,1099,1099,0
166,82,1055,12,36,1100,1100,0
695,1471,9578,5,0,1101,1101,0
57,44,1058,14,20,1102,1102,0
162,369,3064,12,86,1103,1103,0
125,98,1065,11,0,1104,1104,0
129,294,5533,14,53,1105,1105,0
141,635,9744,11,125,1106,1106,0
255,181,3848,8,38,1107,1107,0
23,11,34,8,56,1108,1108,0
1081,1245,6161,13,51,1109,1109,0
149,132,1321,12,37,1110,1110,0
85,346,8024,11,48,1111,1111,0
391,412,6109,8,63,1112,1112,0
176,124,4011,4,93,1113,1113,0
28,49,383,6,0,1114,1114,0
378,408,7778,7,51,1115,1115,0
45,90,447,4,0,1116,1116,0
178,1090,6085,12,38,1117,1117,0
8379,8693,18957,8,138,1118,1118,0
191,133,1320,9,0,1119,1119,0
348,293,2301,7,54,1120,1120,0
201,179,6263,7,18,1121,1121,0
56,40,1032,9,33,1122,1122,0
44,79,2442,8,24,1123,1123,0
76,51,555,6,0,1124,1124,0
109,145,835,4,35,1125,1125,0
378,563,14722,10,0,1126,1126,0
649,892,4256,10,87,1127,1127,0
19,30,138,10,0,1128,1128,0
450,178,493,5,139,1129,1129,0
194,212,927,13,50,1130,1130,0
3784,4040,16939,13,149,1131,1131,0
54,68,246,6,83,1132,1132,0
646,521,857,7,71,1133,1133,0
174,170,19273,10,133,1134,1134,0
388,1057,3434,9,64,1135,1135,0
752,739,7311,5,140,1136,1136,0
182,232,7672,6,26,1137,1137,0
166,471,5574,11,65,1138,1138,0
44,65,2753,6,52,1139,1139,0
22,37,34,12,0,1140,1140,0
72,70,2208,4,24,1141,1141,0
37,35,1205,8,0,1142,1142,0
1506,789,14550,15,0,1143,1143,0
51,27,51,9,22,1144,1144,0
854,831,1533,5,136,1145,1145,0
243,368,4399,8,144,1146,1146,0
70,57,1595,7,11,1147,1147,0
605,1041,7867,7,149,1148,1148,0
464,440,560,11,53,1149,1149,0
107,125,2065,11,21,1150,1150,0
391,562,10170,10,141,1151,1151,0
7,8,917,8,15,1152,1152,0
128,85,232,8,62,1153,1153,0
194,75,312,5,0,1154,1154,0
109,93,881,9,128,1155,1155,0
142,122,3230,7,0,1156,1156,0
493,2792,1333,10,90,1157,1157,0
241,225,5158,11,101,1158,1158,0
4,17,2245,11,32,1159,1159,0
164,285,1691,5,29,1160,1160,0
248,340,1748,9,98,1161,1161,0
5,5,116,10,24,1162,1162,0
3428,4083,11008,8,155,1163,1163,0
22,30,199,8,56,1164,1164,0
146,85,844,13,111,1165,1165,0
197,262,619,6,141,1166,1166,0
401,200,832,8,39,1167,1167,0
276,295,2282,6,74,1168,1168,0
28,26,114,12,0,1169,1169,0
216,203,2546,5,72,1170,1170,0
30,55,1721,15,38,1171,1171,0
43,61,1358,6,0,1172,1172,0
292,296,1417,12,86,1173,1173,0
90,385,7031,10,39,1174,1174,0
459,528,5540,7,160,1175,1175,0
56,94,1847,8,36,1176,1176,0
529,1073,4745,9,160,1177,1177,0
122,151,8489,11,81,1178,1178,0
314,282,2606,9,105,1179,1179,0
128,130,735,6,25,1180,1180,0
556,569,4398,10,132,1181,1181,0
26,42,717,9,0,1182,1182,0
106,127,1245,11,57,1183,1183,0
162,120,3317,8,153,1184,1184,0
2107,2014,1800,8,156,1185,1185,0
80,252,927,7,30,1186,1186,0
21,56,537,9,0,1187,1187,0
398,508,1977,3,14,1188,1188,0
64,102,355,10,102,1189,1189,0
34,74,553,3,49,1190,1190,0
420,560,1989,8,56,1191,1191,0
134,136,1250,7,0,1192,1192,0
6,12,16,7,26,1193,1193,0
4082,4932,12571,14,116,1194,1194,0
53,53,3498,13,84,1195,1195,0
897,976,4161,10,23,1196,1196,0
610,652,13344,9,70,1197,1197,0
1280,1403,14093,10,87,1198,1198,0
69,87,1470,12,66,1199,1199,0
84,172,1645,7,111,1200,1200,0
157,188,2435,10,117,1201,1201,0
1502,2976,20849,8,115,1202,1202,0
332,322,1763,11,139,1203,1203,0
820,1228,15696,12,81,1204,1204,0
89,170,892,7,12,1205,1205,0
92,195,566,8,15,1206,1206,0
89,226,4258,11,29,1207,1207,0
15,14,369,6,14,1208,1208,0
393,469,2301,10,80,1209,1209,0
202,127,952,11,100,1210,1210,0
245,707,1914,7,0,1211,1211,0
329,2076,30846,15,94,1212,1212,0
6,10,4,8,0,1213,1213,0
480,520,2678,12,57,1214,1214,0
139,269,145,8,28,1215,1215,0
273,754,5591,6,106,1216,1216,0
301,594,2395,11,117,1217,1217,0
977,1491,12573,7,135,1218,1218,0
30,44,225,14,33,1219,1219,0
653,653,1540,13,7,1220,1220,0
68,44,238,12,0,1221,1221,0
68,84,670,12,86,1222,1222,0
151,162,21668,6,18,1223,1223,0
217,239,8920,12,111,1224,1224,0
81,117,765,7,0,1225,1225,0
121,82,1453,9,0,1226,1226,0
184,134,1221,7,92,1227,1227,0
301,328,1429,5,10,1228,1228,0
191,651,2471,12,76,1229,1229,0
2525,2605,25788,5,98,1230,1230,0
434,174,1375,9,15,1231,1231,0
63,184,2793,9,18,1232,1232,0
167,182,497,6,73,1233,1233,0
197,164,16524,8,57,1234,1234,0
65,78,615,8,54,1235,1235,0
265,351,463,10,61,1236,1236,0
425,488,5151,13,112,1237,1237,0
42,72,7180,15,9,1238,1238,0
340,601,14053,10,48,1239,1239,0
0,78,4401,7,26,1240,1240,0
114,50,1060,6,0,1241,1241,0
25,37,146,5,69,1242,1242,0
1415,1275,2113,7,88,1243,1243,0
49,79,2512,8,40,1244,1244,0
45,5109,522,12,134,1245,1245,0
40,27,1800,13,55,1246,1246,0
48,186,421,15,47,1247,1247,0
48,82,432,11,40,1248,1248,0
502,343,5240,8,59,1249,1249,0
563,755,3462,14,97,1250,1250,0
305,307,2681,9,21,1251,1251,0
347,368,3567,5,24,1252,1252,0
141,155,3303,8,0,1253,1253,0
48,30,339,6,132,1254,1254,0
791,700,12768,7,30,1255,1255,0
150,107,3230,13,41,1256,1256,0
66,80,2108,5,8,1257,1257,0
342,353,11008,8,36,1258,1258,0
177,169,1569,8,16,1259,1259,0
103,201,11842,6,133,1260,1260,0
375,325,3602,8,42,1261,1261,0
583,601,8848,7,65,1262,1262,0
7316,7055,36099,6,84,1263,1263,0
98,98,1298,8,40,1264,1264,0
196,215,887,9,138,1265,1265,0
403,432,7031,6,135,1266,1266,0
189,173,1493,5,0,1267,1267,0
643,643,2341,9,48,1268,1268,0
23,66,38,8,131,1269,1269,0
5,14,328,5,10,1270,1270,0
337,442,5748,9,140,1271,1271,0
1336,1454,14367,12,160,1272,1272,0
329,281,777,11,58,1273,1273,0
165,223,8859,14,33,1274,1274,0
61,90,1603,14,118,1275,1275,0
320,676,1106,10,106,1276,1276,0
105,3171,10404,14,42,1277,1277,0
239,260,6893,6,43,1278,1278,0
81,152,820,8,0,1279,1279,0
123,81,5468,8,59,1280,1280,0
280,405,5570,10,127,1281,1281,0
953,344,7968,7,71,1282,1282,0
50,76,660,6,73,1283,1283,0
262,255,1262,9,10,1284,1284,0
34,66,781,5,0,1285,1285,0
113,90,1374,9,0,1286,1286,0
21,103,13976,9,0,1287,1287,0
83,60,420,15,0,1288,1288,0
147,77,1431,4,96,1289,1289,0
72,89,166,7,0,1290,1290,0
75,196,1283,9,4,1291,1291,0
550,598,10527,8,147,1292,1292,0
51,69,1090,9,22,1293,1293,0
4888,4728,7448,10,73,1294,1294,0
155,186,1277,13,47,1295,1295,0
47,38,448,10,0,1296,1296,0
78,18,40,11,0,1297,1297,0
121,116,2324,10,34,1298,1298,0
73,56,358,7,29,1299,1299,0
184,229,2621,14,50,1300,1300,0
91,173,2491,9,57,1301,1301,0
72,564,1162,14,55,1302,1302,0
140,99,1890,12,25,1303,1303,0
2499,3118,1782,5,112,1304,1304,0
672,620,6965,13,17,1305,1305,0
77,221,626,6,58,1306,1306,0
0,401,4869,11,0,1307,1307,0
67,117,193,13,100,1308,1308,0
10,6,30,9,0,1309,1309,0
147,131,1186,11,50,1310,1310,0
68,451,6280,10,157,1311,1311,0
62,47,1681,5,0,1312,1312,0
68,24,17,7,0,1313,1313,0
21,16,48,12,0,1314,1314,0
158,537,6286,12,112,1315,1315,0
259,298,585,11,0,1316,1316,0
309,5223,20029,12,88,1317,1317,0
157,277,6738,11,54,1318,1318,0
694,1490,5955,13,126,1319,1319,0
65,242,4639,11,120,1320,1320,0
439,820,16450,11,76,1321,1321,0
1274,1380,2915,9,121,1322,1322,0
416,414,5261,4,0,1323,1323,0
350,6201,7340,9,160,1324,1324,0
648,649,2790,15,100,1325,1325,0
403,241,1809,8,95,1326,1326,0
116,51,2108,15,61,1327,1327,0
783,269,279,8,0,1328,1328,0
191,200,3801,10,40,1329,1329,0
238,196,1665,8,41,1330,1330,0
8,8,217,10,7,1331,1331,0
142,203,2003,7,140,1332,1332,0
511,378,3060,3,54,1333,1333,0
0,17,813,14,0,1334,1334,0
82,67,80,4,39,1335,1335,0
85,178,1323,10,25,1336,1336,0
23,18,478,11,35,1337,1337,0
73,76,1356,6,28,1338,1338,0
120,127,1480,8,84,1339,1339,0
33,2531,5933,10,132,1340,1340,0
0,783,14027,12,0,1341,1341,0
2273,3150,5677,8,160,1342,1342,0
5,8,5,8,0,1343,1343,0
115,124,3500,8,29,1344,1344,0
3379,4123,31629,9,150,1345,1345,0
138,201,10263,9,116,1346,1346,0
26,25,2013,5,65,1347,1347,0
399,218,1216,12,56,1348,1348,0
67,150,1203,8,31,1349,1349,0
283,1214,4044,9,153,1350,1350,0
154,174,3826,9,55,1351,1351,0
76,144,3543,14,42,1352,1352,0
0,3775,4703,15,52,1353,1353,0
482,300,428,7,90,1354,1354,0
23,37,471,8,45,1355,1355,0
83,95,537,8,75,1356,1356,0
266,247,1541,10,76,1357,1357,0
316,467,2532,14,57,1358,1358,0
87,186,2476,7,87,1359,1359,0
32,28,1956,10,28,1360,1360,0
260,393,6278,14,67,1361,1361,0
108,381,5686,6,57,1362,1362,0
156,173,3499,8,22,1363,1363,0
117,48,723,9,38,1364,1364,0
2625,2386,325,8,49,1365,1365,0
25,47,130,7,32,1366,1366,0
195,146,533,3,53,1367,1367,0
166,191,5884,6,54,1368,1368,0
214,441,9145,11,88,1369,1369,0
74,109,1590,14,70,1370,1370,0
14,2,124,10,58,1371,1371,0
499,507,27006,5,48,1372,1372,0
1452,2013,2046,13,126,1373,1373,0
19,13,511,8,18,1374,1374,0
199,198,9802,8,82,1375,1375,0
47,180,12257,11,0,1376,1376,0
22,26,4572,7,51,1377,1377,0
120,122,4388,12,88,1378,1378,0
112,137,8071,11,88,1379,1379,0
35,35,677,13,0,1380,1380,0
175,157,703,9,0,1381,1381,0
71,76,1175,8,0,1382,1382,0
678,804,7344,9,74,1383,1383,0
164,255,1501,12,141,1384,1384,0
108,86,7181,12,37,1385,1385,0
2271,2203,2630,12,157,1386,1386,0
35,54,39,13,0,1387,1387,0
45,64,508,9,20,1388,1388,0
670,1766,17891,8,56,1389,1389,0
177,326,1650,9,119,1390,1390,0
102,119,1895,10,32,1391,1391,0
52,43,2735,11,45,1392,1392,0
97,368,6142,7,40,1393,1393,0
271,298,24630,8,119,1394,1394,0
367,167,1609,15,75,1395,1395,0
52,35,109,6,0,1396,1396,0
4871,5120,1871,10,76,1397,1397,0
211,300,464,12,103,1398,1398,0
0,84,25570,3,0,1399,1399,0
491,3674,4717,12,140,1400,1400,0
13,23,734,10,22,1401,1401,0
50,80,925,11,5,1402,1402,0
193,113,1725,9,0,1403,1403,0
133,175,1783,15,92,1404,1404,0
1893,2067,10913,8,134,1405,1405,0
189,196,3813,5,69,1406,1406,0
2001,1045,12665,13,155,1407,1407,0
79,200,207,5,64,1408,1408,0
112,73,326,15,158,1409,1409,0
276,343,10426,7,94,1410,1410,0
34,35,306,7,77,1411,1411,0
178,90,1501,8,43,1412,1412,0
122,148,573,10,136,1413,1413,0
28,32,1557,9,11,1414,1414,0
59,155,350,7,0,1415,1415,0
482,608,11369,8,147,1416,1416,0
49,54,1515,8,62,1417,1417,0
37,42,4296,4,11,1418,1418,0
2410,2319,6880,7,27,1419,1419,0
24,16,1597,10,121,1420,1420,0
67,28,408,12,0,1421,1421,0
54,166,4520,7,50,1422,1422,0
80,170,12164,5,83,1423,1423,0
206,680,1072,12,127,1424,1424,0
38,67,59,6,68,1425,1425,0
1,3955,21119,12,17,1426,1426,0
603,28712,10027,12,157,1427,1427,0
137,117,379,12,14,1428,1428,0
0,81,8288,13,33,1429,1429,0
1969,1609,2075,7,105,1430,1430,0
180,92,5608,8,160,1431,1431,0
75,5516,1952,14,25,1432,1432,0
292,272,4850,8,11,1433,1433,0
11,16,247,5,12,1434,1434,0
141,280,671,9,0,1435,1435,0
46,90,2269,11,47,1436,1436,0
24,44,1016,7,0,1437,1437,0
1614,1363,2036,9,143,1438,1438,0
585,612,10263,7,141,1439,1439,0
3073,2970,1801,15,154,1440,1440,0
67,173,2386,8,7,1441,1441,0
721,758,1873,9,0,1442,1442,0
51,44,461,10,0,1443,1443,0
113,274,722,5,31,1444,1444,0
174,113,1566,12,39,1445,1445,0
147,201,3598,7,22,1446,1446,0
160,320,4864,6,81,1447,1447,0
1812,2278,1546,14,157,1448,1448,0
271,494,19321,10,59,1449,1449,0
44,28,364,14,71,1450,1450,0
284,403,28869,8,9,1451,1451,0
34,26,289,5,26,1452,1452,0
48,39,54,9,0,1453,1453,0
95,303,8683,10,58,1454,1454,0
27,39,1010,6,76,1455,1455,0
417,240,4886,15,78,1456,1456,0
615,243,186,14,59,1457,1457,0
83,62,400,9,0,1458,1458,0
1437,1740,1538,11,85,1459,1459,0
495,912,12261,9,0,1460,1460,0
753,981,1014,13,127,1461,1461,0
147,464,1685,12,39,1462,1462,0
887,896,21858,6,47,1463,1463,0
75,311,199,15,45,1464,1464,0
19884,19890,6153,9,130,1465,1465,0
455,389,2912,13,35,1466,1466,0
8,5,54,9,15,1467,1467,0
2194,2020,2263,12,31,1468,1468,0
77,71,770,6,7,1469,1469,0
61,48,888,5,30,1470,1470,0
58,24,606,6,0,1471,1471,0
313,276,1851,9,60,1472,1472,0
16059,15220,11479,8,159,1473,1473,0
90,627,548,11,111,1474,1474,0
158,69,567,13,54,1475,1475,0
1830,1565,890,13,100,1476,1476,0
175,238,8943,13,60,1477,1477,0
130,180,2355,13,30,1478,1478,0
226,300,9809,6,71,1479,1479,0
135,8671,1060,11,21,1480,1480,0
23,25,427,11,51,1481,1481,0
1295,2026,20834,6,147,1482,1482,0
231,233,2850,12,0,1483,1483,0
161,123,199,13,56,1484,1484,0
49,88,1299,6,15,1485,1485,0
245,298,4008,6,66,1486,1486,0
23,19,2457,7,17,1487,1487,0
142,168,7636,9,148,1488,1488,0
1431,1451,299,8,154,1489,1489,0
29,36,638,9,0,1490,1490,0
80,59,556,8,74,1491,1491,0
106,98,481,8,38,1492,1492,0
878,1225,8964,9,159,1493,1493,0
19,199,245,11,28,1494,1494,0
62,134,2060,11,35,1495,1495,0
78,67,684,8,0,1496,1496,0
417,759,2159,15,109,1497,1497,0
382,478,4874,12,98,1498,1498,0
314,244,2621,9,57,1499,1499,0
35,65,2002,7,58,1500,1500,0
201,423,6263,10,141,1501,1501,0
6,9,13,8,0,1502,1502,0
93,88,813,11,51,1503,1503,0
1941,1286,6967,11,44,1504,1504,0
3608,3530,629,11,97,1505,1505,0
185,57,1284,7,40,1506,1506,0
58,51,438,7,86,1507,1507,0
69,131,1122,11,0,1508,1508,0
60,71,1605,4,41,1509,1509,0
220,180,4215,9,98,1510,1510,0
48,5302,1269,10,35,1511,1511,0
61,73,278,5,133,1512,1512,0
384,202,7029,12,49,1513,1513,0
44,48,2325,8,73,1514,1514,0
157,562,1054,7,147,1515,1515,0
51,35,437,6,80,1516,1516,0
